Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,text
2819,B003TIUM5S,A2UZKTNE4POHTA,Chod101,0,0,5,1283731200,Love this cereal!,third box delici cereal tri eat high fiber cereal main nutrit also seem fill favorit purchas fiber plus bar mani time 1 coupon back one box cereal buy mine wal mart 268 use coupongreat deal usual last weeki eat bowl everyday also mani time youll find 1 coupon cereal box fiber bar pretti good especi chocol almond
2820,B0085G4ACA,AGITSM4KNGD73,Jeanne H. Kingsland,4,4,5,1279324800,Ambrosia.,daughter live work dc summer introduc product home visit encourag give plain version pure coconut water chanc first second contain understood amaz qualiti drink felt refresh hydrat healthi later tri kind pineappl also delici think plain effect pure refresh realli hot tire thirsti sweeter fruit infus version amaz part cocktail cant wait 500
2845,B0085G4ACA,AK30VLNO1992F,Michelle,0,0,5,1333584000,My afternoon pick-up,love pineapplecoconut water high potassium rural mail carrier hot weather afternoon get hot dri thirsti tri lose weight im watch calori water wet cold doesnt quench thirst stuff trick quench thirst give littl pickup afternoon keep go 60 calori per serv much less 180 calori gatorad recommend look healthi altern sugari sport drink
2859,B0085G4ACA,A2JBOCCC434IBZ,"Heather L. Koranteng ""HK""",9,14,1,1312502400,Nutritional content of this brand does not live up to what's on the label.,accord articl cnncom 8511 nutrit content brand live lablebr research consumerlabcom test sodium potassium magnesium sugar content three lead brand coconut water found one zico natur contain state amount four ingredientsbr br sugar potassium content two brand vita coco one also match label amount sodium magnesiumtwo nutrient key hydrationwer much 82 35 lower respect list amount
2914,B000F9Z1WI,A3R9Q9WQ1M1NYZ,J. Murrell,0,0,5,1234569600,Great 100 Calorie Treat!!,love origin oreo cakest first debut shi away eat regular basi high calori fat content serv saw commerci 100 calori version could hard wait tri must say impressedbr br 100 calori snack cake dri meali consist cake moist decad tast 100 like originalsjust smaller would recommend anyon like origin version watch calori good job nabisco
2922,B000F9Z1WI,AEJNWH4A9FNO8,Amazonista,0,0,5,1204934400,Yummy!,melt mouth think found perfect snackbr love oreo hate fat provid diet diet mean abil eat everyth moder monitor much fat ingest mani reason health import one packag cooki great tast oreo 14 fatbr also like fact come individu packag dont go stale take trip movi park etcbr great tea coffe cooki cours good old milk
3036,B0052OI128,A253T7ELJ0N64S,Lia M.,2,3,5,1314489600,SO delicious!,bought local amazon im arizona sold albertson basha store absolut delici tast like cooki bought four flavor test one didnt like chewi chocol chip other though wonder count calori tri eat healthi indulg treat sometim perfect treat sinc vitamin fiber never eat regular cooki what point actual get nutrit tasti cooki
3101,B001IZIC7E,APL8B8Y7T0ED8,Jinkster,1,2,4,1327017600,Great toddler snack; inconsistent quality,22month old daughter love ever sinc start chew food tasti healthi zero addit downsid everi hand pea hard freak rock bare crunch adult teeth worri would happen realli bite babi teeth said month noth bad happenedand hasnt worri enough stop feed pea someth feel note consid purchas otherwis excel product
3120,B004JQVASM,A2MSQNPTNAAGL1,P. Cannon,0,0,4,1319846400,Surprisingly good and no nausea!,didnt high expect would like love coffe troubl nausea acid starbuck fan full bodi surpris good nice acid issu come coffe bother make nauseous still prefer tast starbuck houseblend im sure extra bodi worth acid good altern found like better better got use give tri
3128,B000FDKQCY,A2O5CCUSFNMBDB,Online Shoper,7,7,5,1171411200,Yummmyyyy,love fresh bread hodgson brand awesom usual use dough cycl bread machin form dough bun stickss easili take go even brand organ ingredi natur process without chemic tast great requir water shorteningbutt oil even abl use applesauc instead oil didnt get rich tast order varieti amazon whole wheat honey special tasti supermarket bread
3159,B003OZYUEA,A1989WJVG7DHBK,OhioAtty,1,1,5,1332633600,Happy with the purchase,water tast good typic prefer purifi water studi grad school back day use offic fill bill think tast good look presentablebr br bottl cours recycl dont feel guilti say like qualiti bottl well someon pickup water got chain grocer brand steal  bottl flimsi dont like one bit best worldsbr br shipment arriv fulli intact
3303,B005K4Q1VI,A29WENSRNV44RY,selketine,0,0,3,1328832000,Kids love it - me not so much,bought brand hot chocol k cup caus best review amazon time kid love  especi like peppermint flavor cant see way get except mix box get milk chocol dark chocol peppermint flavor tri time weak tast make lowest set keurig think around 7 ounc still weak perfect like strong chocol flavor isnt
3414,B005K4Q1VI,A3HTC2BDLNGNQL,fierydream,0,0,5,1321488000,Much better and less expensive than that ordered from Keurig!,recent purchas keurig bought cafe escap dark chocol cocoa site chocol strang aftertast saw grove squar brand thought would give tri sinc got 36 kcup less 24 keurig receiv purchas yesterday immedi open tri cocoa actual sugar chocol flavor much better cafe escap order one hope guest drink kind get rid
3439,B005K4Q1VI,A8KGHZMPMRNMY,Userva3,1,2,4,1319846400,Great as a creamer or added chocolate flavoring,havent actual tri drink hot cocoa know peppermint flavor great creamer van houtt mexican coffeeim order anoth box add right amount chocol coffe tri find coffe flavor far ad coffe work better  usual 14 oz time run 4 oz hot chocol 10 coffe tri anoth brand kcup hot cocoa wasnt good brand
3470,B005K4Q1VI,A35MLHJG9ZRWL7,"Roxie ""Roxie Muzic""",2,2,4,1323129600,If You Are Wondering???,unlik hot chocol one obnoxi tast relief purchas keurig came box 16 hot chocol kcup name use protect guilti indescrib particular unpleas tast due fake sugar seem compris productbr br manufactur use sucralos near amount use fact actual tast like hot chocol sip whoohoobr br order  thank kuerig hot chocol reaffirm
3519,B005K4Q1VI,A1ACY29BTHNJU2,"W. Padget ""SharpsvilleBill""",2,3,4,1324512000,Very good hot cocoa.,im realli baffl great differ opinion product ive tri coupl differ brand grove squar without doubt best recent purchas cup hot cocoa local joe mugg local bam store 2 smallest size realli couldnt tell much differ obvious everi person differ tast opinion mani 1 5 star rate exact product oh well like itbr ps 1127 like cocoa well enough subscrib momth deliveri free ship reduc cost
3529,B005TY2REE,AY12DBB0U420B,Gary Peterson,0,0,4,1333756800,No cholesterol. No Sodium. Not Very Sweet. Good Taste.,trip health area local food market stumbl upon enjoy life boom choco boom dark chocol bar cant resist tri thing cart went rather good say dairi nut soy free ill take word question tast well good tast bar coupl other would regard higher one quit good bit high calori 170 per bar cholesterol sodium bad ill pick againbr br gari peterson
3538,B000YPKODY,A1S2VJ8A0CLBAJ,"Ima Rascal ""Rascal""",1,1,5,1319500800,No stale product here!,bought 2 case expir date 3 month plenti time eat 2 boy got snack lunch etc worri product would stale state review weve ate 3 box fine far kid love well prize good use didnt know differ educ never hurt well probabl order anoth coupl case 40 cent per snack cant go wrong
3610,B001HTI5I2,A10B89QOKDV5O3,Jamie F.,0,0,5,1343692800,"Organic, simple, and fast!",husband refus eat fish love take 1012 minut make way better kind tuna helper ive triedbr br besid box youll needbr br   1 tuna 6 oz use 8 ozbr   1 tablespoon butterbr   1 cup milkbr br breez prepar dont leav alon put tuna pasta milk like boil keep eye reduc heat right start boil
3636,B003MPKGKE,A1CV93020DJXB4,Khatam,7,7,2,1287792000,"Oh, nuts.",bought father day father love dri fruit nutsbr br came somewhat cute crate box compart plastic bag mean dont eat nut one sit go stale sit open stori fruitbr br bag close father open found nut stale fruit hardchewybr br recommend purchas need centerpiec actual want eat
3645,B00433ICSC,A3N6TJT9C1KHNT,Barbi,1,1,5,1326758400,happy hubby,dri mango hubbi favorit fruit especi love philippin brand come close cigar search high  low find brand compar none deliv regular basi great  free ship detect work disappoint care howev seem eat fast  run short next deliveri mayb increas quantiti qualiti best deliveri regular basi perfect gift happi  satisfi
3648,B00433ICSC,A1ZURF3SLZ53RV,KMPxx,0,0,4,1330646400,Little too sweet...,rememb realli love eat dri mango younger decid give brand tri werent bad per se littl sweet tast guess good thing though sinc dont want eat lot calori build unless control portion ill eat one itd satisfi sweet tooth hour want eat anoth one therefor guess good thing littl sweet still would like less sugar
3670,B000FDKQC4,A3AKRFTAPS05AH,LivingOurLoveSong &#60;3,0,0,2,1327795200,Bitter and a disappointment,bought local groceri store wish would read review first posit hold togeth well look like muffin negat bitter could bare finish half recent found celiac diseas cant gluten never tri gluten free muffin mix compar other tri betti crocker gluten free browni mix wonder believ would good muffin mix
3707,B00113XJQW,A32V4TT1ZJVY2G,Sam,0,0,5,1325808000,No more shedding,wife switch dog food 4 month ago virtual gone vacuum daili week dog hard shed anymor brush need coat soft shini use grain free food previous like one definit best tri pricey abl feed 12 use food still maintain weight food well worth price dog love
3884,B003159ETE,A3CGWE93SOARIC,"L. L. Mills ""Words-R-Us""",0,0,5,1348617600,What this does for lamb!!!!,sure legal put spice wont share hereon lamb chop fri amaz spice tast pretti hot make bit hard figur blend spice go turn end result strang hot sinc like spici would usual disappoint good even care seriouslyyou tri order two spice time neither get good review
3910,B000CC9V42,AM3XNQU9TZBD8,"G. Perez ""Always having fun!""",3,6,5,1217376000,Not all are champions,sinc ive insan sauc decid buy dad six pack birthdaybr br tri sauc unfortun say none 5 sauc even come close heat insan sauc main reason buy hot sauc first place feel heatbr br heat lover look buy six pack recommend buy six insan sauc bottl instead much happier
3995,B00110FN28,A2WS6FMF750EI9,"Amy Steele ""quirky mama""",0,0,2,1331424000,Mini Cookies with Mini Merits,bag never close well compuls bagclos forget ah tast ask dri dust carnat powder form snack creator branch offer tradit product slight differ form result express negat comment via review oh everyth miniatur order appeal rugrat type peopl proclaim brood stick figureish sticker back vehicl pleas go straight origin chip ahoy standard size pig forget kid six minut
4002,B00110FN28,A250AXLRBVYKB4,"Nathan Beauchamp ""ConsumerAdvocate""",1,2,5,1251331200,Great Snack!,bit sweet tooth ive tri ignor time past realiti wantneeda cooki timetotim welcom addit brown bag lunch 14 ounc singl serv make easi without overdo bring one know ill end eat one packag half 12 ounc packag singl serv help keep portion size healthi kill soul ignor need desertbr br reason price ship door great purchas
4022,B000UZVPKO,A2C3PLPJPO1IOK,tessy12,1,1,5,1287273600,Perfect diet aid,realli good sodium ok base upon daili allow great fast meal want cut stove realli good ad salad far low fat sardin aid weight loss go continu roland product reach final goal weight tast good litt coars dri normal add juic fork full love learn critic enjoy littl thing life
4034,B002U5A85U,A106R36BNKKMCO,Gem Morrison,1,2,5,1290556800,low calorie cocktail idea Fresca Peach Spritzer,look low calori cocktail mix rose wine fresca peach delici regualar soda drinker dont normal drink rose wine make sure get rose sweet might well drink koolaid look offdri bone dri rose mayb made syrah cabernet merlot tempranillo sangioves zinfandel tend sweet tast might like sparkl rose would great serv ice cocktail glass without ice martini glass
4050,B000CMHMUC,A4DYFZYOJAX3K,C. Tien,0,0,5,1259798400,Not too shabby!,bad habit snack cant get rid purchas make snack littl less bad first time tri like ugh gross soon start grow crispi without deep fri potato chip light salt doesnt 12 differ fatten unhealthi season flavor one entir bag like 350 calori actual quit good realli like find myeslf reach bag gensoy type chip
4067,B001EW5YQS,A395T0P09AYURP,"Matthew Foy ""Stone Messiah (I.W.G)""",11,11,4,1233273600,TRUE PLUG N PLAY ON THE GO WHEREVER THERES A PC,icicl truli great piec hardwar simpl plug mic cord product plug usb best thing product allow take mic wherev usb equip comput light weight dont know durabl dont plan throw find icicl come gain knob plus rememb 60 dollar plug n play tool doesnt featuresbr br also didnt noisefeedback issu
4111,B001EW5YQS,AFVUM6ECDA9FX,"S. Beckner ""Paledaddy""",0,0,2,1347408000,"Windows 7 users, pay attention",pick one use laptop run window 7 home premium comput saw item said need troubleshoot noth work research onlin found mani peopl run problem appar firmwar compat window 7 suppos correct newer run there way tell one your purchas newer tri contact blue twice hope get firmwar updat check exchang never got respons attempt final return
4135,B001EW5YQS,A7IHMYAADW14P,GBoomer,0,0,5,1311379200,Does the Job and Does it Well,creat languag teach materi live pcs mac care sound qualiti audio record voic record lot music well work home bought blue microphon icicl use high qualiti condens mic buy read lot review other onlinebr br icicl arriv work fine right bat sinc record hour hour audio use pcs mac problem product
4141,B001EW5YQS,A21SXUZ89SOB9F,Rick W,0,0,5,1270771200,Works Great!,need icicl provid better audio qualiti record pc want use high qualiti xlr mic purpos found icicl provid far better perform usb mic current own didnt problem trim pod icicl report previous review mayb blue mic correct issuebr br recommend anyon want use current xlr mic pc product great price right
4210,B004391DK0,A3VD5OQC3UQGXQ,Roxy,0,0,5,1320796800,Yay!!,mani food allergi ridicul happi made product avail decent price abl expand meal plan make stuff thought couldnt anymor made pizza famili town use pizza use differ crust whole famili like bisquick crust better said lighter tast realli enjoy find thing make crazi diet easier deal thank thank thank
4219,B004391DK0,AOK57RN8TE13K,justamom35,0,0,5,1312934400,Didn't think it would be good...but it is! GREAT!!,daughter gf 4 year discov main ingredi rice flour usual isnt good usual graini isnt case product make fantast pancak rest famili would eat didnt like biscuit wont make use make corn dog entir famili friend ate one even notic everyon love thembr br amazon sinc taken subscrib save mad hope put back soon
4258,B004391DK0,A2EWKAO4RDMBFI,"Jennifer Sullivan ""Jenn""",14,14,5,1287446400,Just like I remember regular Bisquick!,bought product uncertain would worth money quick came love made gf biscuit gravi famili didnt mention gluten free everyon love biscuit didnt fall apart like lot brand use butter flavor shorten think made biscuit even delici havent tri yet tri buy box week amazon much better price find store vega
4263,B004391DK0,A1K7AP8N1VV3W8,Texas Grammy,0,0,5,1295136000,Love This!,weve tri mani gluten free product one far best ive made pancak waffl biscuit chicken recip whole famili tell differ pamela good mix one much better expens youv got love one gluten intoler your thank option find groceri store check see carri tri box worth
4265,B004391DK0,AY09VREKSROGB,Jonathan A. Toy,0,0,5,1294704000,Gluten Free for 3 Years Best Mix Ive Tried,cant say enought gluten free bisquick husband three kid allerg wheat strick gluten free diet hous tri everi product make pancak waffl biscuit even chicken finger pleasant supris littl box wonder pancak wonder waffl great chicken finger best ive made biscuit delish cant ask anyth better wish could buy ina bigger box littl cheaper huge fan
4276,B004391DK0,A3AHU24DN2G1QA,misto1211,0,0,5,1290902400,Gluten Free Bisquick pancakes,excit bisquick came gluten free version frustrat length time took get hold final order amazon today made pancak use mix due milk allergi made soy milk origin flavor ad littl doubl strength vanilla fantast famili guest gobbl definit make tri recip hrefhttpwwwamazoncomgpproductb004391dk0bisquick pancak bake mix glutenfre 16ounc box pack 3a
4312,B004391DK0,A1UERGX5AM5ZV8,Chi-Town-John,5,6,1,1306108800,Bland...Bland...Bland!!!,gluten free sinc 2003 think worst tast gf mix come across found pros con one littl brag appreci effort anyon put gf product couldnt buy one like eat reconstitut potato look like pancak butter gravi dehydr spud real good thing speak textur light moist would serious alter recip add flavor
4367,B004391DK0,AWCDDYGC3DKD1,"Captious Consumer ""CC""",1,1,5,1295308800,"Ah, finally some good-ol' dumplings!!",amaz find shelf favorit grocer sorri say cheaper sold even subscrib save first thing made childhood favorit  dumpl  like rememb whole famili happi  big hit cant wait make blueberri muffin summer never abl duplic tast bisquick gf recip recip blueberri muffin quit opinionbr br thank general mill
4375,B004391DK0,A2BEWMZEKHQM00,Richard Jefferson,1,1,5,1290211200,Amazingly Good,wife daughter celiac son use bob red mill gf pancak mix pretti good tell gluten free pancak made today bisquick mix amaz mother son could bare tell normal wheat version flavor textur bit differ theyr light fluffi unlik lot over dens gf version well definit stock use old standbi regular bisquick recip see work
4511,B002TMV3E4,A37D5847LN3WQ,Wildcat Fan,1,3,4,1290470400,Good but pricey,love coffe admit particular come good coffe expect much coffe pleasant surpris discov quit good fall like starbuck shadegrown coffe brand  deep rich flavorbr br though enjoy sure would purchas unless sale find bit overpr dont mind spend money happi coffe otherwis would suggest purchas sale special occas
4514,B002TMV3E4,A2H2I5FY1PUHP1,Boilermate,1,3,5,1284508800,Good Coffee!,wife thought nice cup coffe bag oneway valv keep air arriv virtual flat brew cuisinart drip coffe maker nice aroma take mine cream sugar mrs b drink black thought smooth bitter later made nice dinner coffe ad favorit liquor tho coffe snob tell good cup coffe bad one one make grade
4520,B002TMV3E4,A361U4SXK7FCQE,"Joseph P. Jenkins ""joe""",2,5,3,1283558400,"Not bad, not great...",much decaf drinker unless crave cup late night reason say coffe tast averag best wawa coffe fan come well miss mark gave mother law seem happi 3 star respect might tri mix nondecaf coffe see tast hold breath price  cheaper definit would bump star
4542,B002TMV3E4,AKCZIJ6ZHE41D,"Jarucia Jaycox Nirula ""~A Pink American""",0,2,4,1284595200,Good for Half-Caf Blending,ive blend darker fullcaf melitta coffe love resultsbr br fine grind tad small french press use tast wonderfulbr br littl concern dark variat two decid blend outcom finebr br real complaint packag cheap glue metal folddown part caus fall true bag receiv dont reli thatbr br otherwis delici coffe mellow tast way choos prepar
4568,B002TMV3E4,ACH3XM6K1M4AK,L. Jonsson,0,2,5,1282694400,"Mmmm, there's nothing like a good cup of coffee!",melitta cafe collect gourmet coffe wonder tast rich like gourmet coffe coffe tast like someth could gotten europ cafebr br brew quick coffe grain residu probabl due coffe extra fine grind decaffin version tast great without milk sugar seasonbr br im coffe lover enjoy gevalia godiva coffeetwo excel foregn brand melitta stand equival tast price enjoy cup today
4575,B002TMV3E4,A3C40PJ9YXREQ5,PJ Coldren,1,4,3,1283385600,A decent cuppa,im coffe snob tell differ kenyan columbian cant tell without label decaf tast good like mine lot fake sugar cream coffe flavor isnt subdu addit bag ultim requir scissor open blurb say pack 3 got one bag sure happen product would buy sure sale    that buy coffe time
4577,B002TMV3E4,AEUY5C51JAWWH,Scout Leader,1,4,4,1282780800,Yet another coffee comes to town...,rememb cool modern melitta drip coffe maker decad ago visual delight glass wood without hint plastic eleg ahead time wish could say coffe fine coffe good actual howev noth realli special would buy price right probabl would go way get certain gourmet price point must honest say melitta name expect littl bit mayb got batch let hope
4691,B000N5Z5RU,A1EBAB6RJ7YYM,"Priscilla Ballou ""Emma's Aunt Scilly""",1,1,5,1335830400,My cats love this real food cat food,open stuff look like real food spoon onto dish four dish like actual meat sauc four dive right four saucer lick cleanbr br seen health benefit cat feed high qualiti grainfre food turducken can food one stapl diet love feed love eat itbr br view worth extra money get realli good food one pet
4696,B0000VMBDI,A1LTDEUQUFK1WC,C. Goettel,0,0,5,1346544000,Really cute - made a great golf cake,use one green ball etc golfer cake made one long hole fairway sand trap water hazard green hubbi love big 30th golf theme parti use extra golf club ball pin decor tabl around cake huge sheet cake decor could see use three green wouldnt fit right one 9x13 cake know buy wilton made confid would satisfi price couldnt go wrong 
4710,B00139TT72,A2P3CZRBFJR2YD,Preston,0,0,5,1340841600,Great dog food,feed dog newman sinc young finiki eater determin owner insist organ food need fulfil found great product dog food eaten go 9 year old next month reason ever gone vet shot high recommend foodi sooo glad amazon carri drive quit distanc buy organ pet shop
4717,B00139TT72,A8KHFTYO5R0U6,Manificial,0,0,4,1334448000,great product,switch brand one dog eye alway tear someon said could corn allergi one brand corn free cure teari eye problem quick blue brand contain corn includ garlic blend caus kidney problem dog time accord veteriniarian smell natur purina one feed seem like better like sale food go chariti good product
4740,B00139TT72,A2SYQGDNH47MV9,"J. Pan ""Jpan""",0,0,5,1251676800,Very good natural dog food,great product comfort owner natur most organ product preservativesbr br gave dog 7 year old lab mix petpromis transit took coupl day get use love dog quit picki food like junk food better rather wholesom food treat cours use newman give good bowl movement alway plus
4744,B00139TT72,A2XY3HKH5RVRM5,"E. Homer ""beyond picky""",0,0,5,1234569600,My dog loves it.,ive alway given dog thought high qualiti dog food sinc puppi pet food issu year ago switch organ dog food sinc 10 lbs price differ isnt bad free feeder isnt ideal mean dog basic access food time want get realli excit peopl food offer well open bag come eat asap good enough
4750,B00139TT72,AUKES5H8YTOEE,"J. Morgan ""treasure books""",2,4,2,1312761600,Dogs refused to eat it,expect newman dog food great may nutriti littl terrier told eat stuff period way 3 day snif bowl walk away order anoth organ dog food natur balanc organ came today half old half new book pick new stuff left newman bowl go figur thought might like know switch iam someth much healthier final think match newman
4762,B00139TT72,A1CYGRMV5RB006,CJS,1,4,1,1320278400,Doggy Prison Food,feed dog royal canin brand typic mix chicken stick wet can food eat  thought stuff would flavor easi serv upon open could tell made mistak  smell like cardboard  dog wont eat matter dress much less could get eat plain plus none scienc behind like higher end brand like royal canin  newman brand spread thin  stick pasta sauc
4781,B00139TT72,A3IKJSWU2V2BJE,"Robert R. Raper ""DJRobX""",6,6,5,1252800000,This food is working shockingly well for our allergy prone pug.,pug suffer chronic ear infect skin problem weve consist kept expens brand well known good ingredi like california natur chicken soup dog lover soul royal canin coupl other cant rememb top headbr br mom pick newman food avail groceri store love food realli surpris ear skin improv dramat stool also much firmer way less stinki food seem like real winner us
4782,B00139TT72,A6L6ADVQQIFLL,L. Chicarell,14,17,5,1214179200,the best  organic food you can feed your fur babie,sinc began use sever year ago senior dog raeli need visit vet feed well know premium petstor brand least 1 time everi six week love tast newman keep tummi tip top shape food alergi vomit made bell  evan chicken chicken sold whole food  organ food seller good enough good enough mr newman profit go anim shelter rescu organ give food 12 week see improvememnt
4965,B001DW2RGO,A25BXIJ3QC7IMG,"Suzanne Jackson ""Suzanne Jackson""",0,0,1,1350950400,No Habla Espanol,guess job okay much cheaper 5hour brand packag arriv spanish sinc dont speak read spanish littl leeri item sinc imposs read ingredi nutrit inform panelbr item label made usa websit label mx extens mexican companybr dont anyth neighbor south expect buy someth amazon label english unless otherwis state
4993,B002Z9NKUG,A1Z4LX3Q1YMF84,"Cindy A. Osterhout ""Cindy O""",0,0,2,1346112000,INDIGESTION OF MAJOR PROPORTIONS,one cat cannot toler particular fanci feast salmon product shred one get get doesbr everytim eat throw everywher shoe white rug grate tilebr br ate sever year occasion upset everi time famili realiz occur individu basi usuallybr br also one younger kitti occasion upset stage kitti tender tummi would avoid
4996,B00653KJ5M,AGE64SY3HP9RV,CZ,1,1,2,1341273600,The cavemen must have been wealthy,realli want like thesebr br first cooki size half dollar arent thick like fudg cooki look ingredi nut flour held togeth honey need egg someth gooey sticki extrem sweet pack whop 1015g carb yes count fiberbr br im sorri appreci effort guy option novet expens nonfunct serious part regular diet
4998,B00653KJ5M,A1T6I625FGQS20,IL,1,1,3,1336694400,Okay in a pinch - not great,cooki came seal seem high qualiti ingredi thing dont tast good girlfriend thought might good dessertlik option paleo diet tri one kind coupl day dont find go back would much rather dessert realli check box cheat day left want eat true gluten allergi mayb good option im believ
5003,B00653KJ5M,A2IMM1IOY8Y36C,"Emma McCreary ""cheekyboots""",1,2,1,1333497600,taste just awful!,ive paleo six month partner found ined four kind way tast near samebr br im sure either seem like would good ingredi someth combin flavor tast good kept tri hope would grow sure didnt final toss thembr br would advis get one local coop someth buy whole bunch onlin sure
5049,B0026RHUP8,A1H40YTBGQTVWY,"L. Koffi ""VeganGal""",4,21,1,1276473600,Read and read well.,one read product ingredi find first ingredi cow milk sugar diabet maker milk fourth ingredi sunflow oil fifth ingredi maltodextrin starch produc grain contain sugar maltos dextrin seventh ingredi get tuna fish oil even featur vitamin d3 anim deriv four differ sugar sourc artifici flavor good measur realli think feed babi would use product know wouldnt know food sourc
5079,B005H3BYHI,A16OX6U12GNZIT,islandboy08876,2,14,1,1319846400,not even close to coconut water!,coconut water sweeten actual sugar ever ad sweet thing american custom ruin real flavor coconut water live jamaica 4 year bahama 2 coconut water real coconut ad sugar naturalbr stick buy brown hard shell coconut supermarket drink natur unalt box cane packag coconut water nasti still yet tri brand one mani tri make wanna buy
5100,B004157PZI,A1W0Q1WAIQQIIJ,SeaMe,2,2,5,1341878400,Wonderful beef jerky...an addiction waiting to happen!,muslim interest jerki low carb content compar brand sweet jerki slight sweet tast great flavor spicybut hot easi chew doesnt leav finger sticki wish came econom size 6 9 12 oz size doesnt seem case great jerki might addict probabl make 3 ounc bag size good choiceaft first 3 ounc stop least long enough open anoth bag
5113,B001VNGN0Q,A23XPUHOP0KPW6,vs,3,3,4,1325980800,Thyme Leaf,purchas sever herb frontier good qualiti thyme leaf alway one difficult purchas due like chanc reciev stem leaf thyme leaf purchas averag good qualiti 3070 stem leaf cut packag satifi select dri thyme leaf usual littl less stem leaf ratio cook use stem thyme leaf favor leaf use cook success
5114,B001VNGN0Q,A16CDO5H7BASS5,Elliotks,2,2,5,1333929600,Acne medicine,read news stori lab research suggest thyme tinctur one effect way fight acn better prescript got 5 quart jar amount perfect mani 2 cheap bottl vodka 80 proof fill jar half way thyme top vodka im still let sit take six week complet get chees cloth separ thyme liquid test run ill updat result midmay
5148,B0031YJ38W,AY1EF0GOH80EK,Natasha Stryker,0,0,3,1325116800,Dry and too fruity,aw eaten cup tea coffe milk  dri eaten plain like less sugar granola bar choke hazard toddler like hard snack sometim fan oatmeal raisin mini cooki regular size eb cooki flavor tast fruiti chocolati think doubl choc cherri tast better happi last resort snackonthego need favorit
5152,B0031YJ38W,A1QIXPV1XB7GL4,Saltchuck,0,0,5,1250035200,Same great cookie in a smaller size,live area cooki made rememb buy local coffe stand first start make year ago  one wrap saran wrap handwritten label packag chang mani differ flavor avail origin breakfast cooki still tast good today first one didbr br smaller size great snack larg one enough two peopl full good stuff sweetit treat feel good
5204,B003R0LKSG,A33V118ZVFLGVK,"Wings42 ""David""",1,2,3,1291334400,"I and my dog love it, my cats hate it",gave 3 star qualiti ingredi neither cat eat what use tri wean food junk weve feed mix slowli increas amount felida get real hungri first avail way theyll eat cover drip fish cook can sardinesbr br anyth think mushi pate type textur bother tast smell pretti good
5206,B000G1X456,A3D9LM07P8CXI,Jo-Ann Hague,8,8,5,1193443200,As Good As Gourmet,yuban dark roast outstand smooth chocolati tast find good far expens coffe would also recommend purchas 11ounc cannist coffe freshest pop open new use without refriger freez itbr br like mani dark roast coffe dont like burnt tast yuban dark roast burnt bitter tast definit shun regular roast onebr br also keep mind review written someon think starbuck far far overr bitter burnt
5210,B000G1X456,A1TTUR3TU0YFDG,"TubaTim ""a husband and father""",1,1,5,1197158400,"Smotth and never bitter, even when made extra strong",yuban make best cup coffe either roast never bitter make great cup coffe like coffe extrastrong use yuban year coffe consist distinctivebr br best can ground coffe period found none match true dark smooth cup coffe bitter burnt tast silki rich coffe add dab halfnhalf bliss cupbr br dont spend money expens design coffe bestbr br persnicketi coffe buy yuban
5211,B000G1X456,A1HX18FYPSN0AM,S. Watson,1,1,5,1194912000,Best Dark Roast coffee you'll ever drink!,live baton roug wife drank popular region coffe  communiti coffe guess loyalti becam full time rver februari 2007 pack 5 lbs coffe ran missouri tri dark roast includ maxwel hous gourmet dark roast yuban dark roast omg  differencebr br well never buy anyth except yuban dark road  smooth silki without burnt bitter tastebr br difficult find south louisiana easier nationwid there alway amazon deliveri within 5daysbr br ya gotta tri
5214,B000G1X456,A1YDBRZ328R4UU,"como651 ""Summit Guild""",1,2,3,1301011200,Not as good as the Organic version,drink yuban organ medium roast coffe could find anymor local groceri store tri instead let drink organ coffe tast like averag groceri store coffe compar folger organ stuff that differ stori stuff good tast damn near good fresh stuff buy dunn bros caribou coffe hous dont believ tri organ version side side wont go back promis coffe sens
5215,B000G1X456,A1LA5T5SXLGFZQ,"Halcyon Moses ""GoGreenMart&More.com""",1,2,5,1215216000,The best!,recent thought coffe coffe appar simpl drink coffe either good habit environ bad onebr br good news go green easi look certif environment watchdog like rainforest allianc keep demand arabica uhrabihkuh rainforest blend coffe ask local groceri store favorit coffe housebr br gogreenmartmor vote yuban product week great tast help wake morn protect environ well
5216,B000G1X456,A2YSFKX18XTHED,"Billie Vanderburg ""Smart Shopper""",2,4,3,1203292800,I Wish They Hadn't Changed the Formula,wish hadnt chang formula yuban sold 2 year ago even contact general food ask reformul coffe told go back origin formula mani year ago great product better dark roast coffe market yuban special treat ordinari still like everyday coffe sure isnt use former even prefer starbuck
5359,B004565GV8,AUBZIIDZQZ7O3,lisadee,0,0,5,1299024000,willy wonkalicious,extra dessert delight sugargre key lime pie flavor gum amaz limey mouth parti zesti tart temper enough sweet balanc piec gum tast much like food littl disori realli think would end look like lime la violet beauregard willi wonka chocol factori movi relief problem flavor last long bubbl gum mint flavor might much hope
5360,B004565GV8,AS31UPUVR0MZB,Amazoning,0,0,5,1291248000,Very Tasty,like review low expect gum happili wrong love key lime pie lime flavor general first chew gum tangybit key lime creami sweet hint graham cracker crust flavor initi flavor burst fade surg artifici sugarysweet occur brandsflavor sugarfre chew gum surg isnt overwhelm long last sugarfre gum fade gum mellow subtl lime zest flavor realli like gum
